EDAD,Básico,Pér. Org.,Muerte Acc,Muerte Acc Col,Invalidez,Otros,Certificados,Reaseguro
50," 65,244 ", -   , -   , -   , -   , -   ,7,Facultativo
26," 65,250 ", -   ," 65,250 "," 65,250 "," 65,250 ", -   ,1,Automático
38," 65,261 ", -   , -   , -   ," 65,261 ", -   ,1,Automático
52," 65,263 ", -   , -   , -   ," 65,263 "," 2,323 ",1,Automático
49," 65,289 ", -   , -   , -   ," 65,289 "," 3,716 ",1,Automático
60," 65,309 ", -   , -   , -   , -   , -   ,1,Facultativo
51," 65,321 ", -   , -   , -   ," 65,321 "," 2,032 ",1,Automático
35," 65,425 ", -   , -   , -   ," 65,425 "," 2,204 ",1,Automático
48," 65,448 ", -   , -   , -   , -   , -   ,1,Facultativo
26," 65,460 ", -   , -   , -   , -   , -   ,1,Facultativo
46," 65,550 ", -   , -   , -   , -   , -   ,1,Facultativo
35," 65,568 ", -   , -   , -   ," 65,568 "," 2,379 ",1,Automático
38," 65,625 ", -   , -   , -   , -   , -   ,1,Facultativo
67," 65,625 ", -   , -   , -   , -   , -   ,1,Facultativo
29," 65,633 ", -   , -   , -   ," 65,633 "," 2,160 ",1,Automático
60," 65,678 ", -   , -   , -   ," 65,678 "," 3,401 ",1,Automático
29," 65,724 ", -   ," 65,724 ", -   ," 65,724 ", -   ,1,Automático
45," 65,751 ", -   , -   , -   , -   , -   ,1,Facultativo
27," 65,769 ", -   , -   , -   ," 65,769 "," 2,741 ",1,Automático
74," 65,805 ", -   , -   , -   , -   , -   , 1 ,Facultativo
51," 65,827 ", -   , -   , -   ," 65,827 "," 4,116 ",1,Automático
31," 65,861 ", -   , -   , -   , -   , -   ,1,Automático
26," 65,897 ", -   , -   , -   ," 65,897 "," 2,392 ",1,Automático
63," 65,906 ", -   , -   , -   , -   , -   ,1,Facultativo
48," 65,912 ", -   , -   , -   , -   , -   ,1,Automático
52," 65,917 ", -   , -   , -   , -   , -   ,1,Facultativo
54," 65,925 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 65,970 ", -   , -   , -   ," 65,970 "," 2,188 ",1,Automático
27," 65,981 ", -   , -   , -   ," 65,981 "," 2,309 ",1,Automático
56," 65,997 ", -   , -   , -   , -   , -   ,1,Facultativo
27," 66,000 ", -   ," 66,000 "," 66,000 "," 66,000 ", -   ,1,Automático
30," 66,000 ", -   ," 66,000 "," 66,000 "," 66,000 ", -   ,5,Automático
37," 66,000 ", -   ," 66,000 "," 66,000 "," 66,000 ", -   ,1,Automático
50," 66,003 ", -   , -   , -   , -   , -   ,1,Automático
67," 66,011 ", -   , -   , -   , -   , -   ,1,Facultativo
43," 66,026 ", -   , -   , -   ," 66,026 "," 2,295 ",1,Automático
63," 66,056 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 66,111 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 66,128 ", -   , -   , -   ," 66,128 "," 2,055 ",1,Automático
69," 66,190 ", -   , -   , -   , -   , -   ,1,Facultativo
61," 66,199 ", -   , -   , -   , -   , -   ,1,Facultativo
52," 66,203 ", -   , -   , -   , -   , -   ,1,Facultativo
19," 66,211 ", -   ," 66,211 ", -   ," 66,211 ", -   ,1,Automático
88," 66,216 ", -   , -   , -   , -   , -   , 1 ,Facultativo
27," 66,386 ", -   , -   , -   ," 66,386 "," 3,324 ",1,Automático
32," 66,389 ", -   , -   , -   , -   , -   ,1,Facultativo
38," 66,404 ", -   , -   , -   , -   , -   ,1,Automático
61," 66,413 ", -   , -   , -   , -   , -   ,1,Facultativo
28," 66,424 ", -   , -   , -   , -   , -   ,1,Automático
49," 66,427 ", -   , -   , -   , -   , -   ,1,Automático
68," 66,445 ", -   , -   , -   , -   , -   ,1,Automático
36," 66,458 ", -   , -   , -   , -   , -   ,1,Automático
39," 66,466 ", -   , -   , -   ," 66,466 ", -   ,2,Facultativo
42," 66,494 ", -   , -   , -   , -   , -   ,1,Automático
61," 66,552 ", -   , -   , -   , -   , -   ,1,Facultativo
43," 66,600 ", -   ," 66,600 "," 66,600 "," 66,600 ", -   ,1,Automático
32," 66,636 ", -   , -   , -   , -   , -   ,1,Automático
64," 66,662 ", -   , -   , -   , -   , -   ,1,Facultativo
44," 66,668 ", -   , -   , -   , -   , -   ,1,Automático
32," 66,802 ", -   , -   , -   ," 66,802 "," 3,811 ",1,Automático
49," 66,808 ", -   , -   , -   , -   , -   ,1,Automático
37," 66,812 ", -   , -   , -   , -   , -   ,1,Facultativo
43," 66,912 ", -   ," 66,912 "," 66,912 "," 66,912 "," 8,364 ",1,Facultativo
70," 66,915 ", -   , -   , -   , -   , -   ,1,Facultativo
49," 66,944 ", -   , -   , -   , -   , -   ,1,Facultativo
60," 66,996 ", -   , -   , -   , -   , -   ,1,Facultativo
48," 67,032 ", -   ," 67,032 ", -   ," 67,032 ", -   ,1,Automático
60," 67,038 ", -   , -   , -   , -   , -   ,1,Facultativo
39," 67,062 ", -   , -   , -   , -   , -   ,1,Automático
60," 67,066 ", -   , -   , -   , -   , -   ,1,Facultativo
36," 67,105 ", -   , -   , -   , -   , -   ,1,Automático
63," 67,119 ", -   , -   , -   , -   , -   ,1,Facultativo
29," 67,200 ", -   ," 67,200 ", -   ," 67,200 "," 25,000 ",1,Automático
36," 67,250 ", -   ," 54,750 ", -   ," 54,750 ", -   ,1,Automático
64," 67,255 ", -   , -   , -   ," 67,255 ", -   , 1 ,Automático
63," 67,312 ", -   , -   , -   , -   , -   ,1,Facultativo
61," 67,342 ", -   , -   , -   ," 67,342 "," 2,663 ", 1 ,Automático
43," 67,383 ", -   , -   , -   , -   , -   ,2,Facultativo
48," 67,383 ", -   , -   , -   , -   , -   ,2,Facultativo
48," 67,400 ", -   , -   , -   , -   , -   ,1,Automático
65," 67,402 ", -   , -   , -   ," 67,402 ", -   , 1 ,Automático
59," 67,440 ", -   , -   , -   , -   , -   ,1,Facultativo
77," 67,476 ", -   , -   , -   , -   , -   , 1 ,Facultativo
33," 67,486 ", -   ," 67,486 ", -   , -   , -   ,1,Automático
40," 67,488 ", -   , -   , -   , -   , -   ,1,Automático
37," 67,535 ", -   , -   , -   , -   , -   ,1,Automático
68," 67,559 ", -   , -   , -   , -   , -   ,1,Automático
42," 67,588 ", -   , -   , -   , -   , -   ,1,Facultativo
52," 67,681 ", -   , -   , -   , -   , -   ,1,Facultativo
40," 67,687 ", -   , -   , -   ," 67,687 "," 2,503 ",1,Automático
42," 67,731 ", -   , -   , -   , -   , -   ,1,Facultativo
73," 67,732 ", -   , -   , -   , -   , -   ,1,Facultativo
59," 67,753 ", -   , -   , -   , -   , -   ,1,Facultativo
63," 67,857 ", -   , -   , -   , -   , -   ,1,Facultativo
50," 67,955 ", -   , -   , -   ," 67,955 "," 2,532 ",1,Automático
45," 67,985 ", -   , -   , -   , -   , -   ,1,Facultativo
52," 68,023 ", -   , -   , -   , -   , -   ,1,Automático
29," 68,028 ", -   , -   ," 68,028 "," 68,028 ", -   ,2,Automático
30," 68,029 ", -   , -   , -   ," 68,029 "," 2,352 ",1,Automático
53," 68,056 ", -   , -   , -   ," 68,056 ", -   ,1,Automático
37," 68,094 ", -   ," 68,094 "," 68,094 "," 68,094 ", -   ,1,Automático
64," 68,159 ", -   , -   , -   , -   , -   , 1 ,Automático
55," 68,186 ", -   , -   , -   ," 68,186 "," 2,504 ",1,Automático
38," 68,262 ", -   , -   , -   ," 68,262 "," 2,806 ",1,Automático
59," 68,358 ", -   , -   , -   , -   , -   ,1,Facultativo
42," 68,392 ", -   , -   , -   , -   , -   ,1,Automático
58," 68,415 ", -   , -   , -   , -   , -   ,1,Facultativo
76," 68,482 ", -   , -   , -   , -   , -   , 1 ,Facultativo
63," 68,483 ", -   , -   , -   , -   , -   , 1 ,Automático
69," 68,492 ", -   , -   , -   , -   , -   ,1,Facultativo
69," 68,519 ", -   , -   , -   , -   , -   ,1,Facultativo
36," 68,541 ", -   , -   , -   ," 68,541 "," 5,836 ",1,Automático
41," 68,594 ", -   , -   , -   , -   , -   ,1,Automático
53," 68,607 ", -   ," 68,607 ", -   ," 68,607 ", -   ,4,Automático
53," 68,642 ", -   , -   , -   ," 68,642 "," 2,350 ",1,Automático
63," 68,738 ", -   ," 56,238 ", -   ," 56,238 ", -   , 1 ,Automático
5," 68,778 ", -   , -   , -   , -   , -   ,1,Facultativo
57," 68,802 ", -   , -   , -   , -   , -   ,1,Facultativo
23," 68,811 ", -   ," 68,811 ", -   , -   , -   ,1,Automático
74," 68,841 ", -   , -   , -   , -   , -   , 1 ,Facultativo
55," 68,879 ", -   , -   , -   , -   , -   ,1,Automático
43," 68,940 ", -   , -   , -   , -   , -   ,1,Facultativo
63," 68,940 ", -   , -   , -   , -   , -   ,5,Facultativo
87," 68,940 ", -   , -   , -   , -   , -   , 1 ,Facultativo
47," 68,975 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 69,000 ", -   ," 69,000 ", -   , -   , -   ,1,Automático
35," 69,000 ", -   ," 69,000 "," 69,000 "," 69,000 ", -   ,1,Automático
40," 69,140 ", -   , -   , -   , -   , -   ,1,Automático
47," 69,140 ", -   , -   , -   , -   , -   ,1,Automático
52," 69,173 ", -   ," 44,173 ", -   , -   , -   ,1,Automático
66," 69,207 ", -   , -   , -   , -   , -   ,1,Facultativo
40," 69,231 ", -   , -   , -   , -   , -   ,1,Facultativo
38," 69,240 ", -   , -   , -   ," 69,240 "," 2,963 ",1,Automático
68," 69,295 ", -   , -   , -   , -   , -   ,1,Facultativo
51," 69,316 ", -   ," 69,316 ", -   ," 69,316 ", -   ,1,Automático
29," 69,333 ", -   , -   , -   ," 69,333 "," 2,444 ",1,Automático
35," 69,346 ", -   , -   , -   ," 69,346 "," 3,132 ",1,Automático
25," 69,360 ", -   , -   ," 69,360 "," 69,360 ", -   ,3,Automático
36," 69,408 ", -   ," 69,408 ", -   , -   ," 4,000 ",4,Automático
73," 69,492 ", -   , -   , -   , -   , -   ,1,Facultativo
29," 69,502 ", -   , -   , -   , -   , -   ,1,Facultativo
39," 69,523 ", -   , -   , -   ," 69,523 "," 2,590 ",1,Automático
26," 69,523 ", -   , -   , -   ," 69,523 "," 3,315 ",1,Automático
46," 69,606 ", -   , -   , -   ," 69,606 ", -   ,1,Automático
49," 69,705 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 69,739 ", -   ," 69,739 ", -   ," 69,739 ", -   ,1,Automático
58," 69,755 ", -   , -   , -   , -   , -   ,1,Facultativo
57," 69,869 ", -   , -   , -   , -   , -   ,1,Automático
38," 69,873 ", -   , -   , -   , -   , -   ,1,Automático
32," 69,907 ", -   , -   , -   ," 69,907 "," 2,216 ",1,Automático
45," 69,908 ", -   , -   , -   , -   , -   ,1,Facultativo
50," 69,923 ", -   , -   , -   ," 69,923 "," 3,184 ",1,Automático
53," 69,930 ", -   , -   ," 69,930 "," 69,930 ", -   ,1,Automático
29," 69,932 ", -   , -   , -   ," 69,932 "," 2,148 ",1,Automático
75," 69,938 ", -   , -   , -   , -   , -   ,1,Automático
34," 69,953 ", -   , -   , -   , -   , -   ,1,Facultativo
25," 70,000 ", -   , -   , -   , -   , -   ,17,Automático
51," 70,000 ", -   , -   , -   , -   , -   ,30,Automático
55," 70,000 ", -   , -   , -   , -   , -   ,27,Automático
68," 70,000 ", -   , -   , -   , -   , -   ,8,Automático
42," 70,001 ", -   ," 60,001 ", -   ," 60,001 ", -   ,1,Automático
63," 70,044 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 70,140 ", -   ," 70,140 "," 70,140 "," 70,140 ", -   ,1,Automático
32," 70,150 ", -   , -   , -   ," 70,150 "," 2,416 ",1,Automático
58," 70,189 ", -   , -   , -   ," 70,189 "," 4,133 ",1,Automático
65," 70,204 ", -   , -   , -   , -   , -   ,1,Facultativo
64," 70,212 ", -   , -   , -   , -   , -   , 1 ,Automático
25," 70,254 ", -   ," 70,254 ", -   , -   , -   ,2,Automático
58," 70,290 ", -   , -   , -   , -   , -   ,1,Facultativo
40," 70,325 ", -   , -   , -   ," 70,325 "," 2,063 ",1,Automático
51," 70,350 ", -   , -   , -   , -   , -   ,1,Facultativo
46," 70,360 ", -   , -   , -   ," 70,360 "," 2,521 ",1,Automático
40," 70,419 ", -   , -   , -   ," 70,419 "," 3,076 ",1,Automático
40," 70,451 ", -   , -   , -   , -   , -   ,1,Facultativo
31," 70,454 ", -   , -   , -   ," 70,454 "," 2,516 ",1,Automático
39," 70,484 ", -   , -   , -   , -   , -   ,1,Facultativo
60," 70,570 ", -   , -   , -   ," 70,570 "," 3,341 ",1,Automático
41," 70,669 ", -   , -   , -   ," 70,669 ", -   ,1,Automático
42," 70,771 ", -   ," 70,771 ", -   ," 70,771 "," 12,500 ",1,Automático
46," 70,840 ", -   , -   , -   , -   , -   ,1,Automático
36," 70,877 ", -   , -   , -   ," 70,877 "," 2,578 ",1,Automático
52," 70,908 ", -   , -   , -   , -   , -   ,1,Facultativo
27," 70,919 ", -   , -   , -   , -   , -   ,1,Automático
37," 70,945 ", -   , -   , -   , -   , -   ,1,Facultativo
30," 70,989 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 71,002 ", -   , -   , -   , -   , -   ,1,Facultativo
53," 71,002 ", -   , -   , -   , -   , -   ,1,Facultativo
27," 71,006 ", -   ," 71,006 ", -   , -   ," 4,000 ",4,Automático
61," 71,055 ", -   , -   , -   , -   , -   ,1,Facultativo
55," 71,073 ", -   , -   , -   ," 71,073 "," 2,596 ",1,Automático
50," 71,134 ", -   , -   , -   , -   , -   ,1,Automático
34," 71,202 ", -   , -   , -   ," 71,202 "," 3,748 ",1,Automático
43," 71,213 ", -   , -   , -   ," 71,213 "," 2,313 ",1,Automático
54," 71,220 ", -   , -   , -   , -   , -   ,1,Automático
52," 71,222 ", -   , -   , -   , -   , -   ,1,Automático
53," 71,226 ", -   , -   , -   ," 71,226 "," 2,454 ",1,Automático
42," 71,240 ", -   , -   , -   ," 71,240 "," 2,930 ",1,Automático
58," 71,251 ", -   , -   , -   , -   , -   ,1,Facultativo
37," 71,276 ", -   , -   , -   ," 71,276 "," 2,983 ",1,Automático
32," 71,280 ", -   ," 71,280 "," 71,280 "," 71,280 ", -   ,1,Automático
58," 71,304 ", -   , -   , -   , -   , -   ,1,Facultativo
65," 71,309 ", -   , -   , -   , -   , -   ,1,Facultativo
67," 71,325 ", -   , -   , -   , -   , -   ,1,Facultativo
60," 71,332 ", -   , -   , -   , -   , -   ,1,Facultativo
34," 71,353 ", -   , -   , -   ," 71,353 "," 4,143 ",1,Automático
28," 71,355 ", -   , -   , -   ," 71,355 "," 2,609 ",1,Automático
32," 71,357 ", -   ," 71,357 ", -   ," 71,357 ", -   ,1,Automático
39," 71,383 ", -   , -   , -   , -   , -   ,1,Facultativo
77," 71,396 ", -   , -   , -   , -   , -   , 1 ,Facultativo
46," 71,427 ", -   , -   , -   ," 71,427 "," 2,982 ",1,Automático
67," 71,449 ", -   , -   , -   , -   , -   ,1,Facultativo
57," 71,533 ", -   , -   , -   , -   , -   ,1,Facultativo
36," 71,576 ", -   , -   , -   ," 71,576 "," 3,318 ",1,Automático
20," 71,580 ", -   ," 71,580 ", -   ," 71,580 "," 25,000 ",1,Automático
47," 71,589 ", -   , -   , -   , -   , -   ,1,Facultativo
31," 71,612 ", -   , -   , -   ," 71,612 "," 2,997 ",1,Automático
53," 71,644 ", -   , -   , -   ," 71,644 "," 4,410 ",1,Automático
46," 71,725 ", -   , -   , -   ," 71,725 "," 2,985 ",1,Automático
58," 71,737 ", -   , -   , -   , -   , -   ,1,Facultativo
41," 71,762 ", -   ," 71,762 ", -   ," 71,762 ", -   ,1,Automático
53," 71,779 ", -   , -   , -   ," 71,779 "," 2,932 ",1,Automático
74," 71,792 ", -   , -   , -   , -   , -   , 14 ,Facultativo
75," 71,792 ", -   , -   , -   , -   , -   , 12 ,Facultativo
37," 71,804 ", -   ," 59,304 ", -   ," 59,304 ", -   ,1,Automático
42," 71,807 ", -   ," 59,307 ", -   ," 59,307 ", -   ,1,Automático
42," 71,887 ", -   , -   , -   , -   , -   ,1,Facultativo
56," 71,900 ", -   , -   , -   , -   , -   ,1,Facultativo
27," 71,942 ", -   ," 71,942 "," 71,942 "," 71,942 ", -   ,3,Automático
22," 72,000 ", -   , -   ," 72,000 "," 72,000 ", -   ,1,Automático
23," 72,000 ", -   ," 72,000 ", -   ," 72,000 ", -   ,1,Automático
37," 72,000 ", -   ," 72,000 ", -   , -   , -   ,4,Automático
24," 72,001 ", -   ," 72,001 ", -   ," 72,001 ", -   ,1,Automático
35," 72,016 ", -   , -   , -   , -   , -   ,1,Automático
3," 72,060 ", -   , -   , -   , -   , -   ,3,Facultativo
31," 72,060 ", -   , -   , -   , -   , -   ,280,Facultativo
32," 72,060 ", -   , -   , -   , -   , -   ,285,Facultativo
44," 72,060 ", -   , -   , -   , -   , -   ,21,Facultativo
67," 72,060 ", -   , -   , -   , -   , -   ,92,Facultativo
84," 72,060 ", -   , -   , -   , -   , -   , 7 ,Facultativo
51," 72,156 ", -   ," 72,156 "," 72,156 "," 72,156 "," 15,000 ",1,Automático
13," 72,275 ", -   , -   , -   , -   , -   ,3,Facultativo
33," 72,275 ", -   , -   , -   , -   , -   ,3,Facultativo
40," 72,275 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 72,275 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 72,310 ", -   ," 72,310 "," 72,310 "," 72,310 "," 9,039 ",3,Facultativo
47," 72,314 ", -   , -   , -   ," 72,314 "," 2,482 ",1,Automático
48," 72,390 ", -   , -   , -   , -   , -   ,1,Facultativo
53," 72,455 ", -   , -   , -   , -   , -   ,1,Facultativo
34," 72,472 ", -   , -   , -   , -   , -   ,1,Facultativo
34," 72,500 ", -   , -   , -   ," 72,500 "," 2,795 ",1,Automático
71," 72,500 ", -   , -   , -   , -   , -   ,1,Automático
35," 72,507 ", -   , -   , -   ," 72,507 "," 5,248 ",1,Automático
48," 72,529 ", -   , -   , -   ," 72,529 "," 10,308 ",1,Automático
63," 72,538 ", -   , -   , -   ," 72,538 "," 2,438 ", 1 ,Automático
68," 72,559 ", -   , -   , -   , -   , -   ,1,Facultativo
82," 72,578 ", -   , -   , -   , -   , -   , 1 ,Facultativo
83," 72,589 ", -   , -   , -   , -   , -   , 1 ,Facultativo
77," 72,600 ", -   ," 60,500 ", -   , -   , -   ,6,Automático
61," 72,605 ", -   , -   , -   , -   , -   ,1,Facultativo
30," 72,627 ", -   , -   , -   ," 72,627 "," 2,456 ",1,Automático
66," 72,645 ", -   , -   , -   , -   , -   ,1,Facultativo
31," 72,653 ", -   ," 72,653 "," 72,653 "," 72,653 ", -   ,1,Automático
61," 72,656 ", -   , -   , -   , -   , -   ,1,Facultativo
21," 72,670 ", -   , -   , -   ," 72,670 "," 2,769 ",1,Automático
44," 72,680 ", -   , -   , -   , -   , -   ,1,Facultativo
40," 72,756 ", -   ," 72,756 "," 72,756 "," 72,756 ", -   ,1,Automático
57," 72,756 ", -   , -   , -   , -   , -   ,1,Facultativo
68," 72,758 ", -   , -   , -   , -   , -   ,1,Automático
31," 72,773 ", -   , -   , -   ," 72,773 "," 3,085 ",1,Automático
38," 72,776 ", -   , -   , -   , -   , -   ,1,Facultativo
52," 72,799 ", -   , -   , -   , -   , -   ,1,Automático
33," 72,841 ", -   , -   , -   ," 72,841 "," 2,517 ",1,Automático
60," 72,855 ", -   , -   , -   , -   , -   ,1,Facultativo
30," 72,867 ", -   , -   , -   ," 72,867 "," 2,633 ",1,Automático
50," 72,870 ", -   , -   , -   ," 72,870 "," 2,742 ",1,Automático
29," 72,933 ", -   , -   , -   ," 72,933 "," 2,672 ",1,Automático
38," 72,953 ", -   , -   , -   , -   , -   ,1,Automático
35," 72,978 ", -   , -   , -   , -   , -   ,1,Automático
30," 73,066 ", -   ," 73,066 ", -   , -   , -   ,1,Automático
63," 73,108 ", -   , -   , -   , -   , -   ,1,Facultativo
67," 73,188 ", -   , -   , -   , -   , -   ,1,Automático
35," 73,200 ", -   , -   ," 73,200 "," 73,200 ", -   ,1,Automático
38," 73,200 ", -   , -   ," 73,200 "," 73,200 ", -   ,1,Automático
48," 73,200 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 73,270 ", -   , -   , -   , -   , -   ,1,Facultativo
42," 73,280 ", -   , -   , -   ," 73,280 "," 2,716 ",1,Automático
53," 73,358 ", -   ," 73,358 ", -   ," 73,358 ", -   ,1,Automático
40," 73,359 ", -   ," 73,359 ", -   , -   ," 3,500 ",1,Automático
63," 73,373 ", -   , -   , -   , -   , -   ,1,Facultativo
61," 73,426 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 73,655 ", -   , -   , -   , -   , -   ,1,Facultativo
26," 73,717 ", -   ," 73,717 ", -   ," 73,717 ", -   ,1,Automático
53," 73,719 ", -   , -   , -   , -   , -   ,1,Facultativo
54," 73,727 ", -   , -   , -   , -   , -   ,1,Facultativo
22," 73,831 ", -   ," 24,611 ", -   ," 73,831 ", -   ,6,Automático
24," 73,831 ", -   ," 24,611 ", -   ," 73,831 ", -   ,3,Automático
30," 73,852 ", -   ," 73,852 ", -   ," 73,852 ", -   ,1,Automático
35," 73,859 ", -   , -   , -   ," 73,859 "," 2,994 ",1,Automático
24," 73,861 ", -   ," 73,861 ", -   , -   ," 10,000 ",4,Automático
23," 73,892 ", -   ," 53,892 ", -   ," 53,892 ", -   ,1,Automático
32," 73,937 ", -   , -   , -   , -   , -   ,1,Facultativo
55," 73,954 ", -   , -   , -   , -   , -   ,1,Facultativo
62," 73,982 ", -   , -   , -   ," 73,982 "," 2,498 ", 1 ,Automático
39," 74,038 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 74,090 ", -   , -   , -   ," 74,090 "," 3,678 ",1,Automático
48," 74,106 ", -   ," 54,106 ", -   ," 54,106 ", -   ,1,Automático
31," 74,149 ", -   , -   , -   ," 74,149 "," 2,825 ",1,Automático
39," 74,153 ", -   , -   , -   , -   , -   ,1,Facultativo
46," 74,191 ", -   , -   , -   , -   , -   ,1,Facultativo
58," 74,196 ", -   , -   , -   ," 74,196 ", -   ,5,Facultativo
65," 74,205 ", -   , -   , -   , -   , -   ,1,Facultativo
61," 74,211 ", -   , -   , -   , -   , -   ,1,Facultativo
26," 74,225 ", -   ," 74,225 ", -   , -   ," 10,000 ",1,Automático
48," 74,285 ", -   , -   , -   , -   , -   ,1,Facultativo
60," 74,287 ", -   , -   , -   , -   , -   ,1,Automático
31," 74,313 ", -   , -   , -   ," 74,313 "," 2,485 ",1,Automático
47," 74,397 ", -   , -   , -   , -   , -   ,1,Facultativo
63," 74,515 ", -   , -   , -   , -   , -   ,1,Facultativo
61," 74,518 ", -   , -   , -   , -   , -   ,1,Facultativo
34," 74,540 ", -   , -   , -   ," 74,540 "," 3,294 ",1,Automático
40," 74,543 ", -   , -   , -   ," 74,543 "," 3,704 ",1,Automático
63," 74,589 ", -   , -   , -   , -   , -   ,1,Facultativo
49," 74,619 ", -   , -   , -   , -   , -   ,1,Facultativo
60," 74,673 ", -   , -   , -   , -   , -   ,1,Facultativo
62," 74,684 ", -   , -   , -   , -   , -   ,1,Facultativo
67," 74,729 ", -   , -   , -   , -   , -   ,1,Facultativo
27," 74,733 ", -   ," 74,733 ", -   , -   , -   ,1,Automático
47," 74,733 ", -   ," 74,733 ", -   , -   , -   ,2,Automático
44," 74,915 ", -   , -   , -   , -   , -   ,1,Automático
16," 75,000 ", -   , -   , -   , -   , -   ,104,Automático
23," 75,000 ", -   , -   ," 75,000 "," 75,000 ", -   ,4,Automático
23," 75,000 ", -   ," 75,000 ", -   , -   , -   ,1,Automático
27," 75,000 ", -   ," 75,000 ", -   , -   , -   ,1,Automático
28," 75,000 ", -   ," 50,000 ", -   , -   , -   ,2,Automático
29," 75,000 ", -   , -   , -   , -   , -   ,1,Automático
29," 75,000 ", -   ," 75,000 ", -   , -   , -   ,12,Automático
32," 75,000 ", -   ," 75,000 "," 75,000 "," 75,000 ", -   ,3,Automático
32," 75,000 "," 50,000 "," 50,000 ", -   ," 50,000 ", -   ,1,Automático
40," 75,000 ", -   ," 75,000 ", -   ," 75,000 ", -   ,1,Automático
41," 75,000 ", -   ," 75,000 ", -   ," 75,000 ", -   ,2,Automático
42," 75,000 ", -   ," 75,000 ", -   , -   , -   ,5,Automático
44," 75,000 ", -   ," 50,000 ", -   , -   , -   ,2,Automático
44," 75,000 ", -   ," 75,000 "," 75,000 "," 75,000 ", -   ,1,Automático
46," 75,000 ", -   ," 75,000 ", -   ," 75,000 ", -   ,3,Automático
46," 75,000 ", -   ," 75,000 ", -   ," 75,000 "," 7,500 ",6,Automático
46," 75,000 ", -   ," 75,000 "," 75,000 "," 75,000 ", -   ,19,Automático
48," 75,000 ", -   ," 50,000 ", -   , -   , -   ,123,Automático
48," 75,000 ", -   ," 75,000 ", -   , -   , -   ,11,Automático
48," 75,000 ", -   ," 75,000 ", -   ," 75,000 ", -   ,1,Automático
51," 75,000 ", -   , -   , -   , -   , -   ,1,Automático
51," 75,000 ", -   ," 50,000 ", -   ," 50,000 ", -   ,1,Automático
53," 75,000 ", -   , -   , -   , -   , -   ,3,Automático
55," 75,000 ", -   , -   , -   , -   , -   ,1,Automático
55," 75,000 ", -   ," 50,000 ", -   , -   , -   ,55,Automático
57," 75,000 ", -   ," 75,000 ", -   , -   ," 25,000 ",5,Automático
59," 75,000 ", -   ," 75,000 ", -   ," 75,000 "," 7,500 ",1,Automático
64," 75,000 ", -   ," 75,000 ", -   ," 75,000 ", -   , 1 ,Automático
65," 75,000 ", -   , -   , -   , -   , -   , 3 ,Automático
50," 75,015 ", -   ," 75,015 ", -   ," 75,015 ", -   ,1,Automático
34," 75,064 ", -   , -   , -   ," 75,064 "," 2,393 ",1,Automático
42," 75,082 ", -   , -   , -   , -   , -   ,1,Automático
63," 75,105 ", -   , -   , -   , -   , -   , 1 ,Automático
55," 75,329 ", -   , -   , -   , -   , -   ,1,Automático
56," 75,359 ", -   , -   , -   ," 75,359 "," 3,233 ",1,Automático
60," 75,372 ", -   , -   , -   , -   , -   ,1,Automático
58," 75,469 ", -   , -   , -   , -   , -   ,1,Facultativo
32," 75,477 ", -   , -   , -   ," 75,477 "," 3,370 ",1,Automático
29," 75,553 ", -   ," 75,553 ", -   , -   , -   ,2,Automático
50," 75,554 ", -   , -   , -   , -   , -   ,1,Automático
63," 75,632 ", -   , -   , -   , -   , -   ,1,Facultativo
22," 75,649 ", -   ," 75,649 ", -   ," 75,649 "," 12,220 ",1,Automático
44," 75,649 ", -   ," 75,649 ", -   ," 75,649 "," 12,220 ",1,Automático
44," 75,673 ", -   , -   , -   , -   , -   ,1,Facultativo
44," 75,674 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 75,716 ", -   ," 75,716 "," 75,716 "," 75,716 "," 20,000 ",14,Automático
45," 75,752 ", -   , -   , -   , -   , -   ,1,Facultativo
37," 75,874 ", -   , -   , -   , -   , -   ,1,Automático
39," 75,890 ", -   , -   , -   ," 75,890 "," 3,978 ",1,Automático
67," 75,958 ", -   , -   , -   , -   , -   ,1,Facultativo
49," 76,063 ", -   ," 68,563 ", -   , -   , -   ,3,Automático
58," 76,063 ", -   ," 68,563 ", -   , -   , -   ,1,Automático
59," 76,063 ", -   ," 68,563 ", -   , -   , -   ,1,Automático
54," 76,070 ", -   , -   , -   , -   , -   ,1,Facultativo
47," 76,096 ", -   , -   , -   , -   , -   ,1,Automático
46," 76,140 ", -   , -   , -   ," 76,140 "," 2,320 ",1,Automático
32," 76,181 ", -   ," 76,181 ", -   ," 76,181 ", -   ,1,Automático
53," 76,181 ", -   ," 76,181 ", -   ," 76,181 ", -   ,1,Automático
